8,AGEL FY 25-26 Commissioning Status Update,,,,,,,,,For Chairman Budget Purpose @6.5GW +535 MW carryover,,,,,,,,,,,,31-Dec-25,,,,,
3,,,,,,,,,Monthwise Distribution,,,,,,,,,,,,,,,Quarterly Distribution,,,
,11b,AGEL Merchant,AGE25CL,Merchant,"PSS-11(32.2 MW)
PSS-14(67.6 MW)",98.8,Merchant,Plan,,,,,,,,,,99,,,99,,,,,,99
,,,,,,,Merchant,Rephase,,,,,,,,,,99,,,99,,,,,,99
,,,,,,,Merchant,Actual / Fcst,,,,,,,,,,10,16,73,99,,,,,,99
,12b,AGEL Merchant,AGE26AL,Merchant,PSS-14,312,Merchant,Plan,,,,,,,,,,42,156,114,312,,,,,,312
,,,,,,,Merchant,Rephase,,,,,,,,,,42,156,114,312,,,,,,312
,,,,,,,Merchant,Actual / Fcst,,,,,,,,,,36,135,140,312,,,,,,312
,13,AGEL Merchant,AGE25BL,Merchant,PSS-09,10.4,Merchant,Plan,,,,,,,,,10,,,,10,,,,,10,
,,,,,,,Merchant,Rephase,,,,,,,,,10,,,,10,,,,,10,
,,,,,,,Merchant,Actual / Fcst,,,,,,,,,,10,,,10,,,,,,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B. Subtotal (Additional for Internal - 421 MW),,,,,421,,Plan,,,,,,,,,10,140,156,114,421,,,,,10,411
,,,,,,,,PPA,,,,,,,,,,,,,,,,,,,
,,,,,,,,Merchant,,,,,,,,,10,140,156,114,421,,,,,10,411
,,,,,,,,Group,,,,,,,,,,,,,,,,,,,
,,,,,,,,Rephase,,,,,,,,,10,140,156,114,421,,,,,10,411
,,,,,,,,PPA,,,,,,,,,,,,,,,,,,,
,,,,,,,,Merchant,,,,,,,,,10,140,156,114,421,,,,,10,411
,,,,,,,,Group,,,,,,,,,,,,,,,,,,,
,,,,,,,,Actual / Fcst,,,,,,,,,,57,151,213,421,,,,,,421
,,,,,,,,PPA,,,,,,,,,,,,,,,,,,,
,,,,,,,,Merchant,,,,,,,,,,57,151,213,421,,,,,,421
,,,,,,,,Group,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Mundra Wind - 76 MW (Chairman),,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Merchant-Wind,AWEK3L,Merchant,Mundra North,75.9,Merchant,Plan,,,,,,,,,,,,76,76,,,,,,76
,,,,,,,Merchant,Rephase,,,,,,,,,,,,76,76,,,,,,76
,,,,,,,Merchant,Actual / Fcst,,,,,,,,,,,,76,76,,,,,,76
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Mundra Wind,,,,,76,,Plan,,,,,,,,,,,,76,76,,,,,,76
,,,,,,,,PPA,,,,,,,,,,,,,,,,,,,
,,,,,,,,Merchant,,,,,,,,,,,,76,76,,,,,,76
,,,,,,,,Group,,,,,,,,,,,,,,,,,,,
,,,,,,,,Rephase,,,,,,,,,,,,76,76,,,,,,76
,,,,,,,,PPA,,,,,,,,,,,,,,,,,,,
,,,,,,,,Merchant,,,,,,,,,,,,76,76,,,,,,76
,,,,,,,,Group,,,,,,,,,,,,,,,,,,,
,,,,,,,,Actual / Fcst,,,,,,,,,,,,76,76,,,,,,76
,,,,,,,,PPA,,,,,,,,,,,,,,,,,,,
,,,,,,,,Merchant,,,,,,,,,,,,76,76,,,,,,76
,,,,,,,,Group,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Mundra Wind - (Additional for Internal 224.4),,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Merchant-Wind,AWEK3L,Merchant,Mundra North,247.5,Merchant,Plan,,,,,,,,,,116,116,17,248,,,,,,248
,,,,,,,Merchant,Rephase,,,,,,,,,,66,56,,122,,,,,,122
,,,,,,,Merchant,Actual / Fcst,,,,,,,,,,,53,195,248,,,,,,248
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Khavda Projects,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Jan-26,Feb-26,Mar-26,,,,,,,
,,,,,,,,Plan,1115,532,1196,644,26,459,419,405,555,262,,,,,,,,,
,,,,,,,,Rephase,474,314,799,426,503,353,367,459,249,721,630,320,,,,,,,
,,,,,,,,Actual / Fcst,474,314,799,128,387,531,203,370,818,972,388,267,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,OS Khavda Projects,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Jan-26,Feb-26,Mar-26,,,,,,,
,,,,,,,,Plan,,,350,,,,,250,484,300,,76,,,,,,,
,,,,,,,,Rephase,,,50,150,150,,,,534,250,250,76,,,,,,,
,,,,,,,,Actual / Fcst,,,50,,150,,150,,,200,150,760,,,,,,,
,,,,,,,,,,,50,,150,,150,,,200,150,684,,,,,,,
